ghg_category,method,type,subtype,name,description,unit,total_co2_kg,source,source_year
employee-commuting,transportation-fuel-amount-method,fuel,Liquid fuels,Processed fuel oils - distillate oil,,l,"2,76",,
employee-commuting,transportation-fuel-amount-method,fuel,Liquid fuels,Processed fuel oils - residual oil,,tonne,"3229,2",,
employee-commuting,transportation-fuel-amount-method,fuel,Liquid fuels,Processed fuel oils - residual oil,,l,"3,18",,
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Austria,Electricity emission factors related to homeworking in Austria,h,"0,0228",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Belgium,Electricity emission factors related to homeworking in Belgium,h,"0,03225",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Bulgaria,Electricity emission factors related to homeworking in Bulgaria,h,"0,0834",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Croatia,Electricity emission factors related to homeworking in Croatia,h,"0,02655",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Cyprus,Electricity emission factors related to homeworking in Cyprus,h,"0,11805",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Czech Republic,Electricity emission factors related to homeworking in Czech Republic,h,"0,0948",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Denmark,Electricity emission factors related to homeworking in Denmark,h,"0,0114",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Estonia,Electricity emission factors related to homeworking in Estonia,h,"0,0657",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Finland,Electricity emission factors related to homeworking in Finland,h,"0,01155",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,France,Electricity emission factors related to homeworking in France,h,"0,01185",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Germany,Electricity emission factors related to homeworking in Germany,h,"0,0627",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Greece,Electricity emission factors related to homeworking in Greece,h,"0,0639",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Hungary,Electricity emission factors related to homeworking in Hungary,h,"0,0318",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Ireland,Electricity emission factors related to homeworking in Ireland,h,"0,0528",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Italy,Electricity emission factors related to homeworking in Italy,h,"0,05145",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Latvia,Electricity emission factors related to homeworking in Latvia,h,"0,0147",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Lithuania,Electricity emission factors related to homeworking in Lithuania,h,"0,0111",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Luxembourg,Electricity emission factors related to homeworking in Luxembourg,h,"0,00315",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Malta,Electricity emission factors related to homeworking in Malta,h,"0,06255",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Netherlands,Electricity emission factors related to homeworking in Netherlands,h,"0,0603",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Poland,Electricity emission factors related to homeworking in Poland,h,"0,1194",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Portugal,Electricity emission factors related to homeworking in Portugal,h,"0,03915",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Romania,Electricity emission factors related to homeworking in Romania,h,"0,054",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Slovak Republic,Electricity emission factors related to homeworking in Slovak Republic,h,"0,0321",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Slovenia,Electricity emission factors related to homeworking in Slovenia,h,"0,04695",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Spain,Electricity emission factors related to homeworking in Spain,h,"0,033",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,Sweden,Electricity emission factors related to homeworking in Sweden,h,"0,00285",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,United Kingdom,Electricity emission factors related to homeworking in United Kingdom,h,"0,036579",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
employee-commuting,home-office-electricity-use,electricity,Homeworking electricity,EU-27,Electricity emission factors related to homeworking in EU-27,h,"0,04395",https://greenlang.fingreen.ai/calculations/ghg/index.html,2023
