ghg_category,method,type,subtype,name,description,unit,total_co2_kg,source,source_year
business-travels,distance-based-method,vehicle,Cars (by size)|Hybrid,Large car,,mile,"0,24929",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Hybrid,Average car,,km,"0,12004",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Hybrid,Average car,,mile,"0,19318",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|CNG,Medium car,,km,"0,15803",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|CNG,Medium car,,mile,"0,25433",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|CNG,Large car,,km,"0,23578",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|CNG,Large car,,mile,"0,37944",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|CNG,Average car,,km,"0,17517",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|CNG,Average car,,mile,"0,2819",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|LPG,Medium car,,km,"0,17823",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|LPG,Medium car,,mile,"0,28682",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|LPG,Large car,,km,"0,2668",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|LPG,Large car,,mile,"0,42936",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|LPG,Average car,,km,"0,19775",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|LPG,Average car,,mile,"0,31823",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Unknown fuel,Small car,,km,"0,1444",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Unknown fuel,Small car,,mile,"0,23239",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Unknown fuel,Medium car,,km,"0,17588",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Unknown fuel,Medium car,,mile,"0,28306",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Unknown fuel,Large car,,km,"0,22733",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Unknown fuel,Large car,,mile,"0,36584",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Unknown fuel,Average car,,km,"0,17067",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Unknown fuel,Average car,,mile,"0,27465",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Plug-in hybrid,Small car,,km,"0,05255",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Plug-in hybrid,Small car,,mile,"0,08458",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Plug-in hybrid,Medium car,,km,"0,08597",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Plug-in hybrid,Medium car,,mile,"0,13834",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Plug-in hybrid,Large car,,km,"0,10148",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Plug-in hybrid,Large car,,mile,"0,16332",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Plug-in hybrid,Average car,,km,"0,09349",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Plug-in hybrid,Average car,,mile,"0,15046",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Battery,Small car,,km,"0,04416",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Battery,Small car,,mile,"0,07107",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Battery,Medium car,,km,"0,04878",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Battery,Medium car,,mile,"0,0785",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Battery,Large car,,km,"0,0555",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Battery,Large car,,mile,"0,08932",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Battery,Average car,,km,"0,0514",DEFRA,2022
business-travels,distance-based-method,vehicle,Cars (by size)|Battery,Average car,,mile,"0,08272",DEFRA,2022
business-travels,distance-based-method,vehicle,Motorbike,Small,,km,"0,08306",DEFRA,2022
business-travels,distance-based-method,vehicle,Motorbike,Small,,mile,"0,13369",DEFRA,2022
business-travels,distance-based-method,vehicle,Motorbike,Medium,,km,"0,1009",DEFRA,2022
business-travels,distance-based-method,vehicle,Motorbike,Medium,,mile,"0,16237",DEFRA,2022
business-travels,distance-based-method,vehicle,Motorbike,Large,,km,"0,13245",DEFRA,2022
business-travels,distance-based-method,vehicle,Motorbike,Large,,mile,"0,21315",DEFRA,2022
business-travels,distance-based-method,vehicle,Motorbike,Average,,km,"0,11355",DEFRA,2022
business-travels,distance-based-method,vehicle,Motorbike,Average,,mile,"0,18274",DEFRA,2022
business-travels,distance-based-method,vehicle,Taxis,Regular taxi,,passenger.km,"0,14876",DEFRA,2022
business-travels,distance-based-method,vehicle,Taxis,Regular taxi,,km,"0,20826",DEFRA,2022
business-travels,distance-based-method,vehicle,Taxis,Black cab,,passenger.km,"0,20416",DEFRA,2022
business-travels,distance-based-method,vehicle,Taxis,Black cab,,km,"0,30624",DEFRA,2022
business-travels,distance-based-method,vehicle,Bus,Local London bus,,passenger.km,"0,07936",DEFRA,2022
business-travels,distance-based-method,vehicle,Bus,Average local bus,,passenger.km,"0,0965",DEFRA,2022
business-travels,distance-based-method,vehicle,Bus,Coach,,passenger.km,"0,02733",DEFRA,2022
business-travels,distance-based-method,vehicle,Rail,National rail,,passenger.km,"0,03549",DEFRA,2022
business-travels,distance-based-method,vehicle,Rail,International rail,,passenger.km,"0,00446",DEFRA,2022
business-travels,distance-based-method,vehicle,Rail,Light rail and tram,,passenger.km,"0,02861",DEFRA,2022
business-travels,distance-based-method,vehicle,Rail,Underground,,passenger.km,"0,02781",DEFRA,2022
business-travels,distance-based-method,vehicle,Ferry,Foot passenger,,passenger.km,"0,01874",DEFRA,2022
business-travels,distance-based-method,vehicle,Ferry,Car passenger,,passenger.km,"0,12952",DEFRA,2022
business-travels,distance-based-method,vehicle,Ferry,Average (all passenger),,passenger.km,"0,11286",DEFRA,2022
business-travels,distance-based-method,vehicle,Flights,Domestic - Average passenger,,passenger.km,"0,13003",DEFRA,2022
business-travels,distance-based-method,vehicle,Flights,Short-haul - Average passenger,,passenger.km,"0,08117",DEFRA,2022
business-travels,distance-based-method,vehicle,Flights,Short-haul - Economy class,,passenger.km,"0,07984",DEFRA,2022
business-travels,distance-based-method,vehicle,Flights,Short-haul - Business class,,passenger.km,"0,11976",DEFRA,2022
business-travels,distance-based-method,vehicle,Flights,Long-haul - Average passenger,,passenger.km,"0,10208",DEFRA,2022
business-travels,distance-based-method,vehicle,Flights,Long-haul - Economy class,,passenger.km,"0,07818",DEFRA,2022
business-travels,distance-based-method,vehicle,Flights,Long-haul - Premium economy class,,passenger.km,"0,12508",DEFRA,2022
business-travels,distance-based-method,vehicle,Flights,Long-haul - Business class,,passenger.km,"0,22671",DEFRA,2022
business-travels,distance-based-method,vehicle,Flights,Long-haul - First class,,passenger.km,"0,3127",DEFRA,2022
business-travels,distance-based-method,vehicle,Flights,International - Average passenger,,passenger.km,"0,09708",DEFRA,2022
business-travels,distance-based-method,vehicle,Flights,International - Economy class,,passenger.km,"0,074345",DEFRA,2022
business-travels,distance-based-method,vehicle,Flights,International - Premium economy class,,passenger.km,"0,11895",DEFRA,2022
business-travels,distance-based-method,vehicle,Flights,International - Business class,,passenger.km,"0,2156",DEFRA,2022
business-travels,distance-based-method,vehicle,Flights,International - First class,,passenger.km,"0,29739",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Australia,,room.night,35,DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Belgium,,room.night,"12,2",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Brazil,,room.night,"8,7",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Canada,,room.night,"7,4",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Chile,,room.night,"27,6",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,China,,room.night,"53,5",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Colombia,,room.night,"14,7",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Costa Rica,,room.night,"4,7",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Egypt,,room.night,"44,2",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,France,,room.night,"6,7",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Germany,,room.night,"13,2",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,"Hong Kong, China",,room.night,"51,5",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,India,,room.night,"58,9",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Indonesia,,room.night,"62,7",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Italy,,room.night,"14,3",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Japan,,room.night,39,DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Jordan,,room.night,"68,9",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Korea,,room.night,"55,8",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Malaysia,,room.night,"61,5",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Maldives,,room.night,"152,2",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Mexico,,room.night,"19,3",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Netherlands,,room.night,"14,8",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Oman,,room.night,"90,3",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Philippines,,room.night,"54,3",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Portugal,,room.night,19,DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Qatar,,room.night,"86,2",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Russian Federation,,room.night,"24,2",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Saudi Arabia,,room.night,"106,4",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Singapore,,room.night,"24,5",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,South Africa,,room.night,"51,4",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Spain,,room.night,7,DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Switzerland,,room.night,"6,6",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Thailand,,room.night,"43,4",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Turkey,,room.night,"32,1",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,United Arab Emirates,,room.night,"63,8",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,United States,,room.night,"16,1",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,UK,,room.night,"10,4",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,UK (London),,room.night,"11,5",DEFRA,2022
business-travels,accomodation-location-method,accomodation,Hotel Stay,Vietnam,,room.night,"38,5",DEFRA,2022
business-travels,spend-based-method,services,Transportation and warehousing|Air Transportation|Scheduled Air Transportation,Scheduled Passenger Air Transportation,,usd,"0,976",US EPA,2021
business-travels,spend-based-method,services,Transportation and warehousing|Air Transportation|Nonscheduled Air Transportation,Nonscheduled Chartered Passenger Air Transportation,,usd,"0,976",US EPA,2021
business-travels,spend-based-method,services,"Transportation and warehousing|Water Transportation|Deep Sea, Coastal, and Great Lakes Water Transportation",Deep Sea Passenger Transportation,,usd,"0,618",US EPA,2021
business-travels,spend-based-method,services,"Transportation and warehousing|Water Transportation|Deep Sea, Coastal, and Great Lakes Water Transportation",Coastal and Great Lakes Passenger Transportation,,usd,"0,618",US EPA,2021
business-travels,spend-based-method,services,Transportation and warehousing|Water Transportation|Inland Water Transportation,Inland Water Passenger Transportation,,usd,"0,618",US EPA,2021
business-travels,spend-based-method,services,Transportation and warehousing|Transit and Ground Passenger Transportation|Urban Transit Systems,Mixed Mode Transit Systems,,usd,"0,499",US EPA,2021
business-travels,spend-based-method,services,Transportation and warehousing|Transit and Ground Passenger Transportation|Urban Transit Systems,Commuter Rail Systems,,usd,"0,499",US EPA,2021
business-travels,spend-based-method,services,Transportation and warehousing|Transit and Ground Passenger Transportation|Urban Transit Systems,Bus and Other Motor Vehicle Transit Systems,,usd,"0,499",US EPA,2021
business-travels,spend-based-method,services,Transportation and warehousing|Transit and Ground Passenger Transportation|Urban Transit Systems,Other Urban Transit Systems,,usd,"0,499",US EPA,2021
business-travels,spend-based-method,services,Transportation and warehousing|Transit and Ground Passenger Transportation|Interurban and Rural Bus Transportation,Interurban and Rural Bus Transportation,,usd,"0,499",US EPA,2021
business-travels,spend-based-method,services,Transportation and warehousing|Transit and Ground Passenger Transportation|Taxi and Limousine Service,Taxi Service,,usd,"0,499",US EPA,2021
business-travels,spend-based-method,services,Transportation and warehousing|Transit and Ground Passenger Transportation|Taxi and Limousine Service,Limousine Service,,usd,"0,499",US EPA,2021
business-travels,spend-based-method,services,Transportation and warehousing|Transit and Ground Passenger Transportation|School and Employee Bus Transportation,School and Employee Bus Transportation,,usd,"0,499",US EPA,2021
business-travels,spend-based-method,services,Transportation and warehousing|Transit and Ground Passenger Transportation|Charter Bus Industry,Charter Bus Industry,,usd,"0,499",US EPA,2021
business-travels,spend-based-method,services,Transportation and warehousing|Transit and Ground Passenger Transportation|Other Transit and Ground Passenger Transportation,Special Needs Transportation,,usd,"0,499",US EPA,2021
business-travels,spend-based-method,services,Transportation and warehousing|Transit and Ground Passenger Transportation|Other Transit and Ground Passenger Transportation,All Other Transit and Ground Passenger Transportation,,usd,"0,499",US EPA,2021
business-travels,spend-based-method,services,"Transportation and warehousing|Scenic and Sightseeing Transportation|Scenic and Sightseeing Transportation, Land","Scenic and Sightseeing Transportation, Land",,usd,"0,208",US EPA,2021
business-travels,spend-based-method,services,"Transportation and warehousing|Scenic and Sightseeing Transportation|Scenic and Sightseeing Transportation, Water","Scenic and Sightseeing Transportation, Water",,usd,"0,208",US EPA,2021
business-travels,spend-based-method,services,"Transportation and warehousing|Scenic and Sightseeing Transportation|Scenic and Sightseeing Transportation, Other","Scenic and Sightseeing Transportation, Other",,usd,"0,208",US EPA,2021
